time,pc,cluster_size,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,signal_power,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,bs_0_n_ants,bs_0_conn_mode,bs_0_sleep_mode,bs_1_n_ants,bs_1_conn_mode,bs_1_sleep_mode,bs_2_n_ants,bs_2_conn_mode,bs_2_sleep_mode,bs_3_n_ants,bs_3_conn_mode,bs_3_sleep_mode,bs_4_n_ants,bs_4_conn_mode,bs_4_sleep_mode,bs_5_n_ants,bs_5_conn_mode,bs_5_sleep_mode,bs_6_n_ants,bs_6_conn_mode,bs_6_sleep_mode,bs_7_n_ants,bs_7_conn_mode,bs_7_sleep_mode,bs_8_n_ants,bs_8_conn_mode,bs_8_sleep_mode,bs_9_n_ants,bs_9_conn_mode,bs_9_sleep_mode,bs_10_n_ants,bs_10_conn_mode,bs_10_sleep_mode,bs_11_n_ants,bs_11_conn_mode,bs_11_sleep_mode,bs_12_n_ants,bs_12_conn_mode,bs_12_sleep_mode,bs_13_n_ants,bs_13_conn_mode,bs_13_sleep_mode,bs_14_n_ants,bs_14_conn_mode,bs_14_sleep_mode,bs_15_n_ants,bs_15_conn_mode,bs_15_sleep_mode,bs_16_n_ants,bs_16_conn_mode,bs_16_sleep_mode,bs_17_n_ants,bs_17_conn_mode,bs_17_sleep_mode,bs_18_n_ants,bs_18_conn_mode,bs_18_sleep_mode,bs_19_n_ants,bs_19_conn_mode,bs_19_sleep_mode,bs_20_n_ants,bs_20_conn_mode,bs_20_sleep_mode,bs_21_n_ants,bs_21_conn_mode,bs_21_sleep_mode,bs_22_n_ants,bs_22_conn_mode,bs_22_sleep_mode,bs_23_n_ants,bs_23_conn_mode,bs_23_sleep_mode,bs_24_n_ants,bs_24_conn_mode,bs_24_sleep_mode,reward,pc_kw,se,qos_reward,drop_ratio
"Mon, 00:10",517.5960781847142,6,93.03914677416746,6.102498791785456,0.0,0,0,1,1.2578697189999937e-10,0.0,9.4,15.44,6,7,3,9,16,-1,2,16,0,1,16,-1,1,14,1,3,14,1,1,16,1,0,16,-1,2,16,1,0,16,0,1,14,1,3,16,0,0,16,1,3,16,0,3,16,-1,3,12,-1,1,16,0,1,14,1,0,16,0,1,14,1,2,16,0,0,16,-1,3,16,-1,3,16,1,0,16,-1,3,16,1,3,-0.08479812609231363,0.5175960781847142,8.838718943545908,0.17399991300004347,0.0
"Mon, 00:11",507.89597567857135,6,0.0,0.0,0.0,0,0,0,0.0,0.0,4.200000000000001,14.72,3,8,3,11,14,-1,3,14,1,1,16,1,1,12,1,3,14,0,1,16,0,3,14,-1,3,16,0,1,16,-1,2,16,0,3,16,1,1,14,-1,3,16,1,2,14,1,2,14,0,3,16,1,1,14,-1,0,16,-1,1,12,0,0,14,0,1,14,-1,3,14,0,3,16,0,0,16,-1,3,14,-1,3,-0.0939481478391257,0.5078959756785714,0.0,0.15999984000016,0.0
"Mon, 00:12",408.17364570522057,6,0.0,0.0,0.0,0,0,0,0.0,0.0,4.6000000000000005,14.64,3,6,2,14,12,0,3,14,1,1,14,0,3,14,1,3,14,0,1,16,-1,3,16,0,3,16,1,1,16,1,1,16,1,0,16,1,2,14,-1,3,16,-1,0,16,-1,1,16,-1,3,14,1,3,14,-1,2,16,-1,1,12,-1,3,12,1,3,14,-1,3,12,0,3,14,1,0,16,-1,3,16,0,3,-0.2040868228526103,0.4081736457052206,0.0,0.0,0.0
"Mon, 00:13",380.58792233684153,6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.72,0,7,2,16,10,0,3,16,1,1,12,0,3,16,1,3,14,0,2,16,1,3,16,-1,3,16,1,1,16,0,2,16,1,3,16,0,1,16,0,3,16,1,1,16,1,1,16,0,3,12,0,3,16,-1,3,14,-1,1,14,-1,3,10,0,3,16,0,3,10,0,3,16,1,1,16,-1,3,16,-1,3,-0.19029396116842076,0.3805879223368415,0.0,0.0,0.0
"Mon, 00:14",432.1604837186259,6,89.0676533979552,1.5893367415593451,14.999999999999993,0,0,1,9.546928092232884e-11,0.0,8.0,14.48,5,2,2,16,8,0,3,16,1,1,10,0,3,16,1,3,16,-1,0,16,-1,3,16,-1,3,16,1,0,16,1,0,16,0,3,16,1,2,16,-1,3,16,-1,1,16,1,0,14,0,3,10,0,3,14,1,3,14,0,2,16,1,3,8,0,3,16,0,3,12,0,3,16,1,0,16,0,3,16,-1,3,-0.21608024185931296,0.4321604837186259,8.461427072805744,0.0,0.0
"Mon, 00:15",389.22320814187236,6,96.14832516873766,7.078183153863275,29.999999999999986,0,0,1,1.5608625473705502e-10,0.0,3.2,14.56,2,8,0,15,8,0,3,16,1,0,12,1,3,16,-1,1,16,1,0,16,1,3,16,1,3,14,0,1,14,0,1,16,0,3,16,-1,1,16,0,3,14,-1,3,16,-1,1,16,0,3,8,0,3,14,0,3,16,0,3,16,-1,3,10,1,3,16,-1,3,14,0,3,16,0,1,16,1,1,16,1,1,-0.021278444070762847,0.3892232081418724,9.134090891030077,0.17333316000017335,0.0
"Mon, 00:16",444.90192708130246,6,153.35930038836815,8.73318914591876,59.99999999999997,0,0,2,4.451348369755924e-11,0.0,6.4,14.88,4,5,0,16,10,1,3,16,1,0,14,0,3,16,1,0,16,0,1,16,-1,3,16,-1,3,16,1,0,12,-1,1,16,0,3,16,1,1,14,1,3,16,1,3,16,1,0,16,1,3,8,0,3,16,1,3,16,0,3,16,1,3,10,-1,3,16,-1,3,16,0,3,16,1,1,16,0,3,16,1,1,-0.04378447554047257,0.4449019270813025,7.284566768447487,0.17866648800017867,0.0
"Mon, 00:17",457.98079689681055,6,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,0.0,14.96,0,10,0,15,12,0,3,16,1,1,12,-1,3,16,0,1,16,1,1,16,1,1,16,0,3,16,0,1,14,1,1,16,-1,3,14,1,3,16,1,1,14,-1,3,16,1,1,16,0,3,10,1,3,16,1,3,16,1,3,14,-1,3,12,-1,3,16,0,3,16,0,3,16,0,1,16,0,3,16,-1,1,-0.04199049194835855,0.45798079689681054,0.0,0.18699990650004672,0.0
"Mon, 00:18",370.6479439535502,6,107.11187173162654,15.465488142274733,59.99999999999997,0,1,1,1.6706381907801976e-10,0.0,4.6,14.64,3,4,0,18,12,-1,3,14,1,0,10,0,3,16,1,0,14,0,1,16,1,0,16,1,3,14,1,3,16,1,1,14,0,3,12,0,3,16,1,3,14,1,3,16,1,3,14,0,3,12,1,3,16,1,3,14,1,3,16,-1,3,14,0,3,16,0,3,16,0,3,16,0,1,16,0,3,16,-1,1,-0.1853239719767751,0.3706479439535502,5.087813907252261,0.0,0.0
"Mon, 00:19",434.4623557909046,6,30.26721765181499,8.887686736992407,59.99999999999997,0,0,1,1.425099208848322e-12,0.0,3.0,14.72,2,5,0,18,10,-1,3,14,1,0,12,-1,3,16,0,1,16,1,1,16,0,1,16,-1,3,16,-1,3,16,1,1,12,-1,3,14,1,3,16,-1,3,14,-1,3,16,1,3,12,0,3,14,1,3,16,1,3,14,1,3,14,-1,3,16,-1,3,16,-1,3,14,0,3,16,1,0,16,0,3,16,-1,1,-0.027231367895262315,0.43446235579090464,2.8753856769224235,0.18999981000019,0.0
"Mon, 00:20",419.23315436615076,6,98.33329535755443,12.260086532975361,59.99999999999997,0,0,2,2.1732419805091978e-11,0.0,7.200000000000001,14.56,5,5,2,13,10,1,3,14,1,0,10,0,3,16,1,1,14,1,1,16,1,0,16,1,2,16,0,3,16,1,1,10,0,3,14,1,3,16,1,3,12,1,0,16,1,3,10,0,3,16,1,3,16,-1,3,16,-1,3,16,-1,1,16,-1,3,16,-1,2,14,1,0,16,1,0,16,-1,3,16,-1,1,-0.2096165771830754,0.4192331543661508,4.670831529483835,0.0,0.0
"Mon, 00:21",477.3231253189904,6,100.1782750787276,1.5206558821201643,59.99999999999997,0,0,1,2.06449285658415e-10,0.0,10.2,14.4,7,4,0,14,12,-1,3,16,-1,1,12,-1,3,14,0,1,12,1,1,16,1,0,16,-1,3,16,0,3,16,1,0,8,1,3,16,1,3,16,1,3,12,-1,0,16,-1,3,8,0,3,16,1,0,16,-1,3,16,1,3,16,1,0,16,-1,3,14,0,0,12,0,0,16,-1,1,16,-1,3,16,0,3,-0.07066173065932721,0.4773231253189904,9.51693613247912,0.167999832000168,0.0
"Mon, 00:22",452.5663633593287,6,85.0234011952662,4.748243620150114,59.99999999999997,0,0,1,7.208186940137036e-11,0.0,9.999999999999998,14.48,7,4,3,11,14,-1,2,16,0,1,14,1,0,16,1,0,10,1,0,16,1,0,16,-1,3,16,0,3,16,1,0,8,1,3,16,-1,3,16,-1,3,12,-1,0,16,-1,3,8,0,3,16,1,0,16,-1,3,16,-1,1,16,1,1,14,0,3,12,-1,2,14,-1,2,16,0,1,16,-1,3,16,1,3,-0.12361661767956175,0.4525663633593287,8.07722311355029,0.1026665640001026,0.0
"Mon, 00:23",546.6263701751627,6,228.97052924643492,6.06176537623816,59.99999999999997,0,0,3,9.578881785230288e-11,4.0725774591865453e-14,11.399999999999999,14.32,8,4,4,9,16,-1,2,16,-1,2,14,0,0,16,0,1,10,1,1,16,1,0,14,-1,3,16,0,3,16,1,0,8,-1,0,16,1,1,14,-1,0,14,1,0,14,-1,3,10,1,1,16,1,2,16,-1,3,16,-1,2,16,1,0,12,1,3,10,0,3,16,0,3,16,1,0,14,0,3,16,0,3,-0.08664670508739464,0.5466263701751627,7.2523168061956325,0.1866664800001867,0.0
"Mon, 00:24",569.545832840907,6,87.34184177543835,0.3045410236991147,59.99999999999997,0,0,1,8.468301389919169e-11,0.0,11.0,14.24,8,9,0,8,14,-1,3,14,1,3,12,0,0,14,-1,1,8,-1,1,16,0,1,14,1,3,14,-1,3,16,-1,1,8,0,0,16,1,1,14,1,0,16,0,0,16,1,1,12,-1,1,16,1,1,16,-1,1,14,-1,0,16,0,0,14,1,0,12,0,3,16,0,3,16,0,0,16,1,3,16,1,3,-0.096106344087073,0.569545832840907,8.297474968666643,0.1886665723333805,0.0
"Mon, 00:25",416.473850666349,6,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,2.4000000000000004,14.16,2,5,3,15,14,-1,3,16,1,3,12,1,1,16,0,2,8,-1,1,16,1,2,12,0,3,12,-1,3,14,0,2,10,1,0,14,1,3,14,0,3,16,0,3,16,-1,3,14,0,1,16,1,1,16,1,3,16,-1,3,16,0,1,14,1,0,10,-1,3,16,0,3,16,0,3,16,-1,3,14,-1,3,-0.02490377533299115,0.416473850666349,0.0,0.18333315000018335,0.0
"Mon, 00:26",334.6665591152579,6,0.0,5.1194539249146755,59.99999999999997,0,1,0,0.0,0.0,0.0,13.92,0,3,4,18,12,-1,3,16,1,3,12,1,3,16,1,1,8,-1,2,16,0,1,14,1,3,12,0,3,12,1,3,10,1,2,16,-1,3,14,1,3,14,1,3,14,-1,3,16,1,2,16,1,2,16,0,3,14,1,3,14,0,1,14,1,3,12,0,3,16,-1,3,14,1,3,16,0,3,14,-1,3,-0.16733327955762894,0.3346665591152579,0.0,0.0,0.0
"Mon, 00:27",354.64967424553936,6,196.69629117731296,5.131957000338049,59.99999999999997,0,0,2,2.605069850876895e-10,1.9205039192811296e-15,3.2,14.08,2,3,1,19,12,-1,3,14,1,3,14,0,3,16,1,1,8,1,1,16,1,1,14,0,3,10,1,3,10,1,3,12,1,2,16,0,3,16,1,3,16,1,3,12,1,3,16,1,0,16,0,0,16,1,3,16,0,3,16,1,3,12,1,3,14,0,3,16,-1,3,12,0,3,16,0,3,16,0,3,-0.1773248371227697,0.3546496742455394,9.343073830922364,0.0,0.0
"Mon, 00:28",381.1488405247126,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,3.0,14.4,2,5,0,18,12,-1,3,12,0,3,16,0,3,16,1,1,8,1,3,14,1,1,12,-1,3,10,1,3,12,-1,3,14,-1,0,16,1,3,16,-1,3,16,-1,3,14,-1,3,16,1,1,16,1,0,16,1,3,16,-1,3,16,-1,3,14,0,3,16,-1,3,16,0,3,14,-1,3,16,1,1,16,1,1,-0.005241179595643353,0.38114884052471265,0.0,0.18533324066671297,0.0
"Mon, 00:29",310.974645606033,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,1.0,14.24,1,2,2,20,12,-1,3,10,1,0,16,0,3,16,1,1,8,-1,3,14,1,2,12,1,3,8,0,3,10,1,3,14,1,3,16,-1,3,16,1,3,16,1,3,12,0,3,16,1,1,16,1,2,16,0,3,16,1,3,16,1,3,16,-1,3,16,0,3,16,-1,3,16,-1,3,16,0,3,16,0,3,-0.1554873228030165,0.310974645606033,0.0,0.0,0.0
"Mon, 00:30",359.41665720631363,7,84.84083673255127,11.857715139120257,89.99999999999994,0,1,2,1.998337885941771e-11,3.1577055094158825e-14,4.2,14.08,3,2,1,19,12,1,3,10,1,0,14,0,3,16,1,0,8,1,3,14,1,2,10,1,3,8,0,3,12,1,3,16,-1,3,16,-1,3,16,1,3,14,1,3,10,1,3,16,1,0,16,-1,1,16,1,3,16,1,3,16,1,3,16,1,3,16,0,3,16,-1,3,16,0,1,16,-1,3,16,-1,3,-0.17970832860315683,0.35941665720631366,2.6866264965307898,0.0,0.0
"Mon, 00:31",393.9876805496977,7,42.32802885023741,2.8448822695214298,74.99999999999996,0,0,1,5.41115356395098e-12,0.0,3.2,14.08,2,2,3,18,12,1,3,10,1,2,14,-1,3,16,1,0,8,-1,3,14,1,2,10,1,3,8,1,3,14,-1,3,16,1,3,16,-1,2,14,1,3,16,1,3,10,-1,3,16,1,0,16,0,1,16,1,3,16,1,3,16,1,3,14,-1,3,16,0,3,16,0,3,16,1,1,16,-1,3,16,1,3,-0.012660599108136106,0.3939876805496977,4.574170167490106,0.18433324116671274,0.0
"Mon, 00:32",389.11914020822286,7,37.43340576573631,4.974716306919265,59.99999999999997,0,0,1,2.4701349542396077e-12,0.0,2.8000000000000003,14.48,2,5,5,13,14,0,3,12,1,1,14,-1,3,16,1,1,8,1,3,12,-1,1,12,-1,2,10,0,1,16,0,3,16,-1,3,16,1,2,14,-1,3,16,-1,3,12,1,0,16,0,1,16,1,2,16,1,3,16,1,0,16,1,3,14,1,2,16,0,3,16,0,3,16,1,2,16,0,3,16,-1,3,-0.025226406103942084,0.38911914020822286,3.5561735477449496,0.16933316400016934,0.0
"Mon, 00:33",471.99193534683656,7,55.6130758282959,1.7230561213380742,59.99999999999997,0,0,1,9.21276848623763e-12,0.0,10.799999999999999,14.48,7,3,1,14,14,-1,3,10,1,1,12,0,3,14,1,1,8,1,3,12,1,3,14,1,3,12,1,3,16,1,3,16,-1,3,16,1,1,16,-1,3,16,-1,3,14,1,0,14,1,0,16,0,0,16,-1,0,16,1,0,16,-1,2,16,1,0,16,1,3,14,0,3,16,-1,0,16,0,3,16,0,3,-0.2359959676734183,0.4719919353468366,5.28324220368811,0.0,0.0
"Mon, 00:34",416.437649720578,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,6.200000000000001,14.4,4,5,0,16,12,0,3,12,1,1,10,-1,3,16,1,1,8,1,3,14,1,3,16,1,3,10,1,3,14,-1,1,16,-1,0,16,1,0,14,-1,3,16,-1,3,16,0,3,16,0,1,16,1,1,16,0,3,16,0,0,16,0,3,16,1,3,16,-1,3,12,1,3,14,-1,0,16,0,3,16,-1,3,-0.03688566286011771,0.416437649720578,0.0,0.1713331620001713,0.0
"Mon, 00:35",350.66225689347664,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,0.0,14.0,0,5,2,18,10,0,3,12,1,1,8,-1,3,16,1,1,8,-1,2,16,-1,3,16,-1,3,8,1,3,14,1,3,16,1,3,16,1,2,14,-1,3,16,-1,3,14,0,3,16,1,1,14,0,1,16,-1,3,16,-1,3,16,1,3,16,-1,3,16,0,3,10,0,3,14,1,1,16,-1,3,16,-1,3,-0.17533112844673832,0.35066225689347663,0.0,0.0,0.0
"Mon, 00:36",345.1231752628477,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,0.0,14.08,0,6,1,18,8,0,3,12,1,1,8,-1,3,16,1,1,8,1,1,16,1,3,16,1,3,8,1,3,16,1,3,16,0,3,16,-1,3,16,1,1,16,1,3,12,0,3,16,1,2,12,1,1,16,-1,3,16,1,3,16,1,3,16,1,3,16,0,3,12,0,3,16,1,1,16,0,3,16,-1,3,-0.17256158763142387,0.34512317526284775,0.0,0.0,0.0
"Mon, 00:37",396.25281399083445,7,73.55081493305674,0.36619470097115153,59.99999999999997,0,0,1,3.243435474496964e-11,0.0,3.6000000000000005,14.16,3,3,0,19,8,1,3,12,1,0,8,-1,3,16,1,0,8,1,0,16,1,3,14,1,3,8,1,3,16,1,3,16,1,3,16,-1,3,16,1,3,16,1,3,14,1,3,16,0,1,12,1,1,16,-1,3,16,1,3,16,1,3,16,-1,3,16,0,3,14,0,3,16,1,1,16,0,3,16,-1,3,-0.19812640699541723,0.39625281399083445,6.9873274186403895,0.0,0.0
"Mon, 00:38",353.49632612596463,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,0.0,14.16,0,7,1,17,10,1,1,12,1,1,8,-1,3,16,0,1,8,0,1,14,-1,3,16,0,3,10,-1,3,16,-1,3,14,-1,3,16,1,3,14,1,3,16,1,1,12,1,3,16,1,1,12,1,2,16,-1,3,16,1,3,16,1,3,16,1,3,16,0,3,16,0,3,16,0,1,16,0,3,16,-1,3,0.008584984937203,0.35349632612596465,0.0,0.18533314800018533,0.0
"Mon, 00:39",371.15641977239534,7,24.12024757397548,9.255864148972393,59.99999999999997,0,0,1,8.615322410614914e-13,0.0,1.4000000000000001,14.08,1,8,1,15,8,1,1,10,1,1,8,-1,3,16,1,1,8,1,1,16,1,1,16,1,3,8,1,3,16,-1,3,16,-1,3,16,-1,3,12,0,3,16,1,3,12,1,3,16,1,2,14,1,0,16,1,3,16,-1,3,16,1,1,16,1,1,16,0,3,16,0,3,16,0,1,16,0,3,16,-1,3,-0.18557820988619766,0.37115641977239533,2.2914235195276706,0.0,0.0
"Mon, 00:40",518.4328552136895,7,68.20919192632927,2.6031211417027036,59.99999999999997,0,0,1,2.3753110700611346e-11,0.0,10.2,14.0,8,4,1,12,8,1,0,8,1,0,8,-1,3,16,1,0,8,1,0,16,1,0,16,0,3,8,0,3,16,1,3,16,1,0,16,1,3,14,1,3,16,1,3,14,-1,3,16,1,0,14,1,1,16,-1,2,16,1,3,16,1,1,16,1,1,14,0,3,14,0,0,16,1,1,16,-1,3,16,-1,3,-0.09921658760668478,0.5184328552136895,6.56344760892336,0.15999984000016,0.0
"Mon, 00:41",431.7623311100613,7,75.53846323963528,2.5786012475424767,59.99999999999997,0,0,1,4.244919079739653e-11,0.0,4.800000000000001,13.6,4,3,2,16,8,-1,1,8,1,0,8,-1,3,16,0,1,8,0,0,16,1,0,16,1,3,8,1,3,16,0,3,16,1,2,16,1,3,16,1,3,16,-1,3,14,1,3,16,1,0,12,1,3,16,-1,1,16,1,2,16,1,3,16,1,3,12,0,3,12,1,3,14,1,3,14,-1,3,14,-1,3,-0.03254801555484732,0.43176233111006135,7.354154568612087,0.18333315000018335,0.0
"Mon, 00:42",428.63162556943774,7,0.0,0.0,59.99999999999997,0,0,0,0.0,0.0,3.0,13.92,2,5,2,16,8,-1,2,8,1,1,8,-1,3,14,1,1,10,1,1,16,1,1,16,-1,3,10,-1,3,16,1,3,16,-1,0,16,-1,3,14,-1,3,16,1,3,12,0,3,16,1,2,14,1,3,16,1,1,14,1,0,16,1,3,16,1,3,14,0,3,14,0,3,16,0,3,16,-1,3,16,-1,3,-0.02764933278453216,0.42863162556943774,0.0,0.1866664800001867,0.0
"Mon, 00:43",367.84902085857556,7,9.565633545109513,4.946021386538281,59.99999999999997,0,0,1,1.875031285689542e-13,0.0,1.6,13.76,1,7,1,16,8,1,1,8,1,1,8,1,3,16,1,1,10,-1,1,16,1,1,16,1,3,8,1,3,14,1,3,16,1,2,14,0,1,16,-1,1,16,-1,3,10,1,3,16,1,0,12,1,3,14,1,3,14,1,3,16,1,3,16,-1,3,16,0,3,16,0,3,16,1,3,16,-1,3,16,-1,3,-0.18392451042928779,0.36784902085857557,0.9087351867854037,0.0,0.0
